"","date","median.flow.3monthlag","max.flow.3monthlag","date.of.max.flow.3monthlag","fall.rate.3monthlag","rise.rate.3monthlag","reversals.3monthlag","inflows.3monthlag","inflows.upperqtl.3monthlag","inflows.lowerqtl.3monthlag","minDO.oakcity.3monthlag","minDO.jamesville.3monthlag","days.over.10k.3monthlag","days.over.15k.3monthlag","days.over.20k.3monthlag","days.over.30k.3monthlag","median.flow.2monthlag","max.flow.2monthlag","date.of.max.flow.2monthlag","fall.rate.2monthlag","rise.rate.2monthlag","reversals.2monthlag","inflows.2monthlag","inflows.upperqtl.2monthlag","inflows.lowerqtl.2monthlag","minDO.oakcity.2monthlag","minDO.jamesville.2monthlag","days.over.10k.2monthlag","days.over.15k.2monthlag","days.over.20k.2monthlag","days.over.30k.2monthlag","median.flow.1monthlag","max.flow.1monthlag","date.of.max.flow.1monthlag","fall.rate.1monthlag","rise.rate.1monthlag","reversals.1monthlag","inflows.1monthlag","inflows.upperqtl.1monthlag","inflows.lowerqtl.1monthlag","minDO.oakcity.1monthlag","minDO.jamesville.1monthlag","days.over.10k.1monthlag","days.over.15k.1monthlag","days.over.20k.1monthlag","days.over.30k.1monthlag","median.monthly.flow","max.monthly.flow","date.of.monthly.max.flow","monthly.fall.rate","monthly.rise.rate","monthly.reversals","monthly.inflows","inflows.upperquartile","inflows.lowerquartile","minDO.oakcity","minDO.jamesville","days.over.10k","days.over.15k","days.over.20k","days.over.30k"
"299",2005-07-01,8280,19000,92,130,50,8,8865.53333333333,0,0,NA,NA,10,8,0,0,6740,7670,127,30,10,12,5810.16129032258,0,0,NA,NA,0,0,0,0,6590,8900,168,20,30,13,3785.73333333333,0,0,6.1,5.4,0,0,0,0,3510,8680,196,480,370,13,5071.38709677419,1,0,6.1,4.9,0,0,0,0
"300",2005-08-01,6740,7670,127,30,10,12,5810.16129032258,0,0,NA,NA,0,0,0,0,6590,8900,168,20,30,13,3785.73333333333,0,0,6.1,5.4,0,0,0,0,3510,8680,196,480,370,13,5071.38709677419,1,0,6.1,4.9,0,0,0,0,3520,7620,228,260,410,17,3505.90322580645,0,0,NA,4.8,0,0,0,0
"301",2005-09-01,6590,8900,168,20,30,13,3785.73333333333,0,0,6.1,5.4,0,0,0,0,3510,8680,196,480,370,13,5071.38709677419,1,0,6.1,4.9,0,0,0,0,3520,7620,228,260,410,17,3505.90322580645,0,0,NA,4.8,0,0,0,0,2830,7220,270,470,595,13,1536.76666666667,0,1,NA,5.6,0,0,0,0
"302",2005-10-01,3510,8680,196,480,370,13,5071.38709677419,1,0,6.1,4.9,0,0,0,0,3520,7620,228,260,410,17,3505.90322580645,0,0,NA,4.8,0,0,0,0,2830,7220,270,470,595,13,1536.76666666667,0,1,NA,5.6,0,0,0,0,11200,13100,299,740,400,15,4726.22580645161,0,0,6.5,4.2,0,0,0,0
"303",2005-11-01,3520,7620,228,260,410,17,3505.90322580645,0,0,NA,4.8,0,0,0,0,2830,7220,270,470,595,13,1536.76666666667,0,1,NA,5.6,0,0,0,0,11200,13100,299,740,400,15,4726.22580645161,0,0,6.5,4.2,0,0,0,0,7995,9210,329,540,245,18,2946.73333333333,0,0,NA,NA,0,0,0,0
"304",2005-12-01,2830,7220,270,470,595,13,1536.76666666667,0,1,NA,5.6,0,0,0,0,11200,13100,299,740,400,15,4726.22580645161,0,0,6.5,4.2,0,0,0,0,7995,9210,329,540,245,18,2946.73333333333,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305",2006-01-01,11200,13100,299,740,400,15,4726.22580645161,0,0,6.5,4.2,0,0,0,0,7995,9210,329,540,245,18,2946.73333333333,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306",2006-02-01,7995,9210,329,540,245,18,2946.73333333333,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307",2006-06-01,2320,5170,62,10,10,9,3321.51612903226,0,1,NA,NA,0,0,0,0,3255,4170,121,20,40,11,4176.93333333333,0,1,NA,NA,0,0,0,0,4290,4390,126,25,20,10,3467.25806451613,0,1,NA,NA,0,0,0,0,3050,8190,181,80,150,14,3907.06666666667,0,0,5.1,4,0,0,0,0
"308",2006-07-01,3255,4170,121,20,40,11,4176.93333333333,0,1,NA,NA,0,0,0,0,4290,4390,126,25,20,10,3467.25806451613,0,1,NA,NA,0,0,0,0,3050,8190,181,80,150,14,3907.06666666667,0,0,5.1,4,0,0,0,0,7250,18100,194,1780,3500,12,5521.12903225806,1,0,4.5,5.1,11,3,0,0
"309",2006-08-01,4290,4390,126,25,20,10,3467.25806451613,0,1,NA,NA,0,0,0,0,3050,8190,181,80,150,14,3907.06666666667,0,0,5.1,4,0,0,0,0,7250,18100,194,1780,3500,12,5521.12903225806,1,0,4.5,5.1,11,3,0,0,3180,8770,243,345,480,14,1664.8064516129,0,1,NA,5.2,0,0,0,0
"310",2006-09-01,3050,8190,181,80,150,14,3907.06666666667,0,0,5.1,4,0,0,0,0,7250,18100,194,1780,3500,12,5521.12903225806,1,0,4.5,5.1,11,3,0,0,3180,8770,243,345,480,14,1664.8064516129,0,1,NA,5.2,0,0,0,0,2795,8200,262,980,900,16,6143.1,1,0,5.7,2.9,0,0,0,0
"311",2006-10-01,7250,18100,194,1780,3500,12,5521.12903225806,1,0,4.5,5.1,11,3,0,0,3180,8770,243,345,480,14,1664.8064516129,0,1,NA,5.2,0,0,0,0,2795,8200,262,980,900,16,6143.1,1,0,5.7,2.9,0,0,0,0,2610,4240,305,110,460,16,5664.51612903226,0,0,6.7,NA,7,0,0,0
"312",2006-11-01,3180,8770,243,345,480,14,1664.8064516129,0,1,NA,5.2,0,0,0,0,2795,8200,262,980,900,16,6143.1,1,0,5.7,2.9,0,0,0,0,2610,4240,305,110,460,16,5664.51612903226,0,0,6.7,NA,7,0,0,0,2875,4730,328,530,320,14,16335.7,1,0,NA,NA,19,2,0,0
"313",2006-12-01,2795,8200,262,980,900,16,6143.1,1,0,5.7,2.9,0,0,0,0,2610,4240,305,110,460,16,5664.51612903226,0,0,6.7,NA,7,0,0,0,2875,4730,328,530,320,14,16335.7,1,0,NA,NA,19,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314",2007-01-01,2610,4240,305,110,460,16,5664.51612903226,0,0,6.7,NA,7,0,0,0,2875,4730,328,530,320,14,16335.7,1,0,NA,NA,19,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315",2007-02-01,2875,4730,328,530,320,14,16335.7,1,0,NA,NA,19,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316",2007-06-01,5520,20300,78,340,20,9,12649.6774193548,0,0,NA,NA,6,3,2,0,11150,21700,114,600,200,7,9790.7,0,0,NA,NA,25,10,7,0,5700,6320,122,20,15,8,3930.16129032258,0,1,NA,NA,0,0,0,0,2840,8110,171,60,80,10,3112.73333333333,0,0,NA,6.4,0,0,0,0
"317",2007-07-01,11150,21700,114,600,200,7,9790.7,0,0,NA,NA,25,10,7,0,5700,6320,122,20,15,8,3930.16129032258,0,1,NA,NA,0,0,0,0,2840,8110,171,60,80,10,3112.73333333333,0,0,NA,6.4,0,0,0,0,2900,5140,191,200,30,13,2119.12903225806,0,1,5.2,6.2,0,0,0,0
"318",2007-08-01,5700,6320,122,20,15,8,3930.16129032258,0,1,NA,NA,0,0,0,0,2840,8110,171,60,80,10,3112.73333333333,0,0,NA,6.4,0,0,0,0,2900,5140,191,200,30,13,2119.12903225806,0,1,5.2,6.2,0,0,0,0,2520,9070,222,615,555,14,1156.1935483871,0,1,5.5,5.8,0,0,0,0
"319",2007-09-01,2840,8110,171,60,80,10,3112.73333333333,0,0,NA,6.4,0,0,0,0,2900,5140,191,200,30,13,2119.12903225806,0,1,5.2,6.2,0,0,0,0,2520,9070,222,615,555,14,1156.1935483871,0,1,5.5,5.8,0,0,0,0,1990,3780,270,100,60,10,1431.66666666667,0,1,6.4,6.2,0,0,0,0
"320",2007-10-01,2900,5140,191,200,30,13,2119.12903225806,0,1,5.2,6.2,0,0,0,0,2520,9070,222,615,555,14,1156.1935483871,0,1,5.5,5.8,0,0,0,0,1990,3780,270,100,60,10,1431.66666666667,0,1,6.4,6.2,0,0,0,0,7370,15000,289,1830,1850,15,3208.83870967742,0,0,6.9,6.6,0,0,0,0
"321",2007-11-01,2520,9070,222,615,555,14,1156.1935483871,0,1,5.5,5.8,0,0,0,0,1990,3780,270,100,60,10,1431.66666666667,0,1,6.4,6.2,0,0,0,0,7370,15000,289,1830,1850,15,3208.83870967742,0,0,6.9,6.6,0,0,0,0,11650,15400,335,1015,1715,10,1775.43333333333,0,1,NA,NA,0,0,0,0
"322",2007-12-01,1990,3780,270,100,60,10,1431.66666666667,0,1,6.4,6.2,0,0,0,0,7370,15000,289,1830,1850,15,3208.83870967742,0,0,6.9,6.6,0,0,0,0,11650,15400,335,1015,1715,10,1775.43333333333,0,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323",2008-01-01,7370,15000,289,1830,1850,15,3208.83870967742,0,0,6.9,6.6,0,0,0,0,11650,15400,335,1015,1715,10,1775.43333333333,0,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324",2008-02-01,11650,15400,335,1015,1715,10,1775.43333333333,0,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325",2008-06-01,2400,3840,91,30,40,12,5631.90322580645,0,1,NA,NA,0,0,0,0,7830,12300,107,100,80,12,10337.8666666667,0,0,NA,NA,11,0,0,0,10200,12500,141,200,100,8,8499.1935483871,0,0,NA,NA,16,0,0,0,4015,6820,158,115,55,14,1243.16666666667,0,1,NA,6.3,0,0,0,0
"326",2008-07-01,7830,12300,107,100,80,12,10337.8666666667,0,0,NA,NA,11,0,0,0,10200,12500,141,200,100,8,8499.1935483871,0,0,NA,NA,16,0,0,0,4015,6820,158,115,55,14,1243.16666666667,0,1,NA,6.3,0,0,0,0,3060,10400,205,1755,1615,17,1872.87096774194,0,1,5.9,6.2,2,0,0,0
"327",2008-08-01,10200,12500,141,200,100,8,8499.1935483871,0,0,NA,NA,16,0,0,0,4015,6820,158,115,55,14,1243.16666666667,0,1,NA,6.3,0,0,0,0,3060,10400,205,1755,1615,17,1872.87096774194,0,1,5.9,6.2,2,0,0,0,2350,6140,227,795,645,8,2116.67741935484,0,0,6,5.6,0,0,0,0
"328",2008-09-01,4015,6820,158,115,55,14,1243.16666666667,0,1,NA,6.3,0,0,0,0,3060,10400,205,1755,1615,17,1872.87096774194,0,1,5.9,6.2,2,0,0,0,2350,6140,227,795,645,8,2116.67741935484,0,0,6,5.6,0,0,0,0,2365,11000,259,50,90,8,4882.63333333333,1,0,6.3,6.1,1,0,0,0
"329",2008-10-01,3060,10400,205,1755,1615,17,1872.87096774194,0,1,5.9,6.2,2,0,0,0,2350,6140,227,795,645,8,2116.67741935484,0,0,6,5.6,0,0,0,0,2365,11000,259,50,90,8,4882.63333333333,1,0,6.3,6.1,1,0,0,0,1880,4210,298,240,350,18,1498.03225806452,0,1,NA,6.7,0,0,0,0
"330",2008-11-01,2350,6140,227,795,645,8,2116.67741935484,0,0,6,5.6,0,0,0,0,2365,11000,259,50,90,8,4882.63333333333,1,0,6.3,6.1,1,0,0,0,1880,4210,298,240,350,18,1498.03225806452,0,1,NA,6.7,0,0,0,0,2100,3300,331,150,160,14,2393.43333333333,0,1,9.3,8.5,0,0,0,0
"331",2008-12-01,2365,11000,259,50,90,8,4882.63333333333,1,0,6.3,6.1,1,0,0,0,1880,4210,298,240,350,18,1498.03225806452,0,1,NA,6.7,0,0,0,0,2100,3300,331,150,160,14,2393.43333333333,0,1,9.3,8.5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332",2009-01-01,1880,4210,298,240,350,18,1498.03225806452,0,1,NA,6.7,0,0,0,0,2100,3300,331,150,160,14,2393.43333333333,0,1,9.3,8.5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333",2009-02-01,2100,3300,331,150,160,14,2393.43333333333,0,1,9.3,8.5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334",2009-06-01,5320,19300,64,290,775,14,10982.6451612903,0,0,NA,NA,13,3,0,0,8290,10800,119,50,55,12,7809.96666666667,0,0,NA,NA,5,0,0,0,8140,10800,122,165,40,8,8222.74193548387,0,0,NA,NA,2,0,0,0,15200,20800,161,200,250,10,11612.0333333333,1,0,6.4,NA,21,17,11,0
"335",2009-07-01,8290,10800,119,50,55,12,7809.96666666667,0,0,NA,NA,5,0,0,0,8140,10800,122,165,40,8,8222.74193548387,0,0,NA,NA,2,0,0,0,15200,20800,161,200,250,10,11612.0333333333,1,0,6.4,NA,21,17,11,0,3380,8300,211,760,925,14,2497.51612903226,0,0,6.6,NA,0,0,0,0
"336",2009-08-01,8140,10800,122,165,40,8,8222.74193548387,0,0,NA,NA,2,0,0,0,15200,20800,161,200,250,10,11612.0333333333,1,0,6.4,NA,21,17,11,0,3380,8300,211,760,925,14,2497.51612903226,0,0,6.6,NA,0,0,0,0,3110,6550,241,70,420,18,2389.06451612903,0,0,6.8,NA,0,0,0,0
"337",2009-09-01,15200,20800,161,200,250,10,11612.0333333333,1,0,6.4,NA,21,17,11,0,3380,8300,211,760,925,14,2497.51612903226,0,0,6.6,NA,0,0,0,0,3110,6550,241,70,420,18,2389.06451612903,0,0,6.8,NA,0,0,0,0,3525,7360,272,390,600,15,1676.63333333333,0,1,6.7,6.2,0,0,0,0
"338",2009-10-01,3380,8300,211,760,925,14,2497.51612903226,0,0,6.6,NA,0,0,0,0,3110,6550,241,70,420,18,2389.06451612903,0,0,6.8,NA,0,0,0,0,3525,7360,272,390,600,15,1676.63333333333,0,1,6.7,6.2,0,0,0,0,2020,4910,280,365,345,14,2014.90322580645,0,1,NA,6.8,0,0,0,0
"339",2009-11-01,3110,6550,241,70,420,18,2389.06451612903,0,0,6.8,NA,0,0,0,0,3525,7360,272,390,600,15,1676.63333333333,0,1,6.7,6.2,0,0,0,0,2020,4910,280,365,345,14,2014.90322580645,0,1,NA,6.8,0,0,0,0,2270,4120,316,625,660,19,19110.6,1,0,NA,NA,18,18,9,0
"340",2009-12-01,3525,7360,272,390,600,15,1676.63333333333,0,1,6.7,6.2,0,0,0,0,2020,4910,280,365,345,14,2014.90322580645,0,1,NA,6.8,0,0,0,0,2270,4120,316,625,660,19,19110.6,1,0,NA,NA,18,18,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341",2010-01-01,2020,4910,280,365,345,14,2014.90322580645,0,1,NA,6.8,0,0,0,0,2270,4120,316,625,660,19,19110.6,1,0,NA,NA,18,18,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342",2010-02-01,2270,4120,316,625,660,19,19110.6,1,0,NA,NA,18,18,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343",2010-06-01,12400,20800,64,590,200,15,15485.3870967742,0,0,NA,NA,27,13,12,0,14300,20800,100,185,100,12,7783.26666666667,0,0,NA,NA,18,9,7,0,6390,7480,122,60,60,13,6136.03225806452,0,0,NA,NA,0,0,0,0,6805,10300,169,90,95,13,3144.13333333333,0,0,NA,5.8,1,0,0,0
"344",2010-07-01,14300,20800,100,185,100,12,7783.26666666667,0,0,NA,NA,18,9,7,0,6390,7480,122,60,60,13,6136.03225806452,0,0,NA,NA,0,0,0,0,6805,10300,169,90,95,13,3144.13333333333,0,0,NA,5.8,1,0,0,0,2440,6860,211,885,980,13,1854.51612903226,0,1,6.7,5.9,0,0,0,0
"345",2010-08-01,6390,7480,122,60,60,13,6136.03225806452,0,0,NA,NA,0,0,0,0,6805,10300,169,90,95,13,3144.13333333333,0,0,NA,5.8,1,0,0,0,2440,6860,211,885,980,13,1854.51612903226,0,1,6.7,5.9,0,0,0,0,3360,4280,239,330,450,17,3093.09677419355,0,0,6.8,6.5,0,0,0,0
"346",2010-09-01,6805,10300,169,90,95,13,3144.13333333333,0,0,NA,5.8,1,0,0,0,2440,6860,211,885,980,13,1854.51612903226,0,1,6.7,5.9,0,0,0,0,3360,4280,239,330,450,17,3093.09677419355,0,0,6.8,6.5,0,0,0,0,3875,7720,271,390,1630,10,1885.7,0,0,7.2,6.7,0,0,0,0
"347",2010-10-01,2440,6860,211,885,980,13,1854.51612903226,0,1,6.7,5.9,0,0,0,0,3360,4280,239,330,450,17,3093.09677419355,0,0,6.8,6.5,0,0,0,0,3875,7720,271,390,1630,10,1885.7,0,0,7.2,6.7,0,0,0,0,2050,3560,276,235,235,12,7366.93548387097,1,0,NA,NA,1,0,0,0
"348",2010-11-01,3360,4280,239,330,450,17,3093.09677419355,0,0,6.8,6.5,0,0,0,0,3875,7720,271,390,1630,10,1885.7,0,0,7.2,6.7,0,0,0,0,2050,3560,276,235,235,12,7366.93548387097,1,0,NA,NA,1,0,0,0,18350,20800,329,740,825,12,2730.7,0,1,NA,NA,0,0,0,0
"349",2010-12-01,3875,7720,271,390,1630,10,1885.7,0,0,7.2,6.7,0,0,0,0,2050,3560,276,235,235,12,7366.93548387097,1,0,NA,NA,1,0,0,0,18350,20800,329,740,825,12,2730.7,0,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350",2011-01-01,2050,3560,276,235,235,12,7366.93548387097,1,0,NA,NA,1,0,0,0,18350,20800,329,740,825,12,2730.7,0,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351",2011-02-01,18350,20800,329,740,825,12,2730.7,0,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352",2011-06-01,8320,11500,80,50,175,15,10538.2580645161,0,0,NA,NA,7,0,0,0,8375,13900,111,270,220,8,8657.46666666667,0,0,NA,NA,9,0,0,0,6300,9770,132,70,30,9,5866.8064516129,0,0,NA,NA,0,0,0,0,5075,7340,168,50,70,11,2049.96666666667,0,1,6.7,5.8,0,0,0,0
"353",2011-07-01,8375,13900,111,270,220,8,8657.46666666667,0,0,NA,NA,9,0,0,0,6300,9770,132,70,30,9,5866.8064516129,0,0,NA,NA,0,0,0,0,5075,7340,168,50,70,11,2049.96666666667,0,1,6.7,5.8,0,0,0,0,2450,10000,194,160,700,13,1969.03225806452,0,1,6.1,6,0,0,0,0
"354",2011-08-01,6300,9770,132,70,30,9,5866.8064516129,0,0,NA,NA,0,0,0,0,5075,7340,168,50,70,11,2049.96666666667,0,1,6.7,5.8,0,0,0,0,2450,10000,194,160,700,13,1969.03225806452,0,1,6.1,6,0,0,0,0,2340,8870,243,220,770,17,1152.64516129032,0,1,6.4,5.6,0,0,0,0
"355",2011-09-01,5075,7340,168,50,70,11,2049.96666666667,0,1,6.7,5.8,0,0,0,0,2450,10000,194,160,700,13,1969.03225806452,0,1,6.1,6,0,0,0,0,2340,8870,243,220,770,17,1152.64516129032,0,1,6.4,5.6,0,0,0,0,3195,7120,258,1000,945,11,3269.83333333333,0,0,3.9,0,0,0,0,0
"356",2011-10-01,2450,10000,194,160,700,13,1969.03225806452,0,1,6.1,6,0,0,0,0,2340,8870,243,220,770,17,1152.64516129032,0,1,6.4,5.6,0,0,0,0,3195,7120,258,1000,945,11,3269.83333333333,0,0,3.9,0,0,0,0,0,3620,10700,275,320,1070,14,2156.54838709677,0,1,7.4,4.4,0,0,0,0
"357",2011-11-01,2340,8870,243,220,770,17,1152.64516129032,0,1,6.4,5.6,0,0,0,0,3195,7120,258,1000,945,11,3269.83333333333,0,0,3.9,0,0,0,0,0,3620,10700,275,320,1070,14,2156.54838709677,0,1,7.4,4.4,0,0,0,0,5465,9500,308,700,665,18,5535.8,0,0,NA,NA,0,0,0,0
"358",2011-12-01,3195,7120,258,1000,945,11,3269.83333333333,0,0,3.9,0,0,0,0,0,3620,10700,275,320,1070,14,2156.54838709677,0,1,7.4,4.4,0,0,0,0,5465,9500,308,700,665,18,5535.8,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359",2012-01-01,3620,10700,275,320,1070,14,2156.54838709677,0,1,7.4,4.4,0,0,0,0,5465,9500,308,700,665,18,5535.8,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360",2012-02-01,5465,9500,308,700,665,18,5535.8,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361",2012-06-01,3340,20600,91,40,80,9,9856.90322580645,0,0,NA,NA,4,3,3,0,6855,20400,92,210,65,14,4883.73333333333,0,1,NA,NA,5,3,2,0,5420,6410,138,85,100,12,5315.35483870968,0,0,NA,NA,0,0,0,0,4200,5600,153,50,55,9,2392.16666666667,0,1,6.4,5.5,0,0,0,0
"362",2012-07-01,6855,20400,92,210,65,14,4883.73333333333,0,1,NA,NA,5,3,2,0,5420,6410,138,85,100,12,5315.35483870968,0,0,NA,NA,0,0,0,0,4200,5600,153,50,55,9,2392.16666666667,0,1,6.4,5.5,0,0,0,0,3070,6310,191,670,405,16,1834.03225806452,0,1,6,6.1,0,0,0,0
"363",2012-08-01,5420,6410,138,85,100,12,5315.35483870968,0,0,NA,NA,0,0,0,0,4200,5600,153,50,55,9,2392.16666666667,0,1,6.4,5.5,0,0,0,0,3070,6310,191,670,405,16,1834.03225806452,0,1,6,6.1,0,0,0,0,3550,10900,238,620,1000,20,1919.12903225806,0,1,6.3,5.8,1,0,0,0
"364",2012-09-01,4200,5600,153,50,55,9,2392.16666666667,0,1,6.4,5.5,0,0,0,0,3070,6310,191,670,405,16,1834.03225806452,0,1,6,6.1,0,0,0,0,3550,10900,238,620,1000,20,1919.12903225806,0,1,6.3,5.8,1,0,0,0,3500,6940,263,500,770,9,1986.86666666667,0,0,6.4,5.6,0,0,0,0
"365",2012-10-01,3070,6310,191,670,405,16,1834.03225806452,0,1,6,6.1,0,0,0,0,3550,10900,238,620,1000,20,1919.12903225806,0,1,6.3,5.8,1,0,0,0,3500,6940,263,500,770,9,1986.86666666667,0,0,6.4,5.6,0,0,0,0,2130,4970,285,380,535,17,1600.61290322581,0,1,7.5,6.9,0,0,0,0
"366",2012-11-01,3550,10900,238,620,1000,20,1919.12903225806,0,1,6.3,5.8,1,0,0,0,3500,6940,263,500,770,9,1986.86666666667,0,0,6.4,5.6,0,0,0,0,2130,4970,285,380,535,17,1600.61290322581,0,1,7.5,6.9,0,0,0,0,2250,9190,327,1030,550,14,1224.96666666667,0,1,NA,NA,0,0,0,0
"367",2012-12-01,3500,6940,263,500,770,9,1986.86666666667,0,0,6.4,5.6,0,0,0,0,2130,4970,285,380,535,17,1600.61290322581,0,1,7.5,6.9,0,0,0,0,2250,9190,327,1030,550,14,1224.96666666667,0,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368",2013-01-01,2130,4970,285,380,535,17,1600.61290322581,0,1,7.5,6.9,0,0,0,0,2250,9190,327,1030,550,14,1224.96666666667,0,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369",2013-02-01,2250,9190,327,1030,550,14,1224.96666666667,0,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370",2013-06-01,6640,8140,81,50,80,13,7637.06451612903,0,0,NA,NA,0,0,0,0,9160,10400,110,100,100,12,7318.06666666667,0,0,NA,NA,7,0,0,0,13700,15800,132,120,100,7,11138.3548387097,1,0,NA,NA,22,2,0,0,9925,21000,165,390,1200,8,8040.66666666667,1,0,6.1,3.8,14,7,5,0
"371",2013-07-01,9160,10400,110,100,100,12,7318.06666666667,0,0,NA,NA,7,0,0,0,13700,15800,132,120,100,7,11138.3548387097,1,0,NA,NA,22,2,0,0,9925,21000,165,390,1200,8,8040.66666666667,1,0,6.1,3.8,14,7,5,0,15200,20600,192,210,300,11,12432.0967741935,1,0,6.2,NA,23,16,13,0
"372",2013-08-01,13700,15800,132,120,100,7,11138.3548387097,1,0,NA,NA,22,2,0,0,9925,21000,165,390,1200,8,8040.66666666667,1,0,6.1,3.8,14,7,5,0,15200,20600,192,210,300,11,12432.0967741935,1,0,6.2,NA,23,16,13,0,4760,9110,222,1175,725,14,4371.83870967742,0,0,6.1,3.9,0,0,0,0
"373",2013-09-01,9925,21000,165,390,1200,8,8040.66666666667,1,0,6.1,3.8,14,7,5,0,15200,20600,192,210,300,11,12432.0967741935,1,0,6.2,NA,23,16,13,0,4760,9110,222,1175,725,14,4371.83870967742,0,0,6.1,3.9,0,0,0,0,2885,5440,263,500,580,10,1861.63333333333,0,0,6.5,5.7,0,0,0,0
